id,name,star_name,orbital_period,radius,ra,dec,duration,transit_depth,model_snr
2055,KOI-3680 b,KOI-3680,141.24163523875,11.010985,293.2815266,45.3096572,6.723766666666667,1.354098,
2056,KOI-4777.01,KOI-4777,0.7416001,0.4425,287.2621474,42.0322257,0.82375,0.01831,
2057,KOI-4978 b,KOI-4978,0.941967,0.7,286.5907635,38.5582993,2.2,,
2058,KOI-55 b,KOI-55,0.240104,0.759,296.3561853,41.0927315,,,
2059,KOI-55 c,KOI-55,0.342887,0.867,296.3561853,41.0927315,,,
2060,KOI-7368 b,KOI-7368,6.84296285,3.08,293.9476365,48.0652589,6.153333333333333,0.1723,
2061,KOI-7913 b,KOI-7913 A,24.278437733333334,2.1849999999999996,286.7485252,45.15872340000001,4.477,0.07144,
2062,KOI-94 b,KOI-94,3.7431769841923077,1.6003,297.3330716,41.89111859999999,3.764642857142857,0.012935,
2063,KOI-94 c,KOI-94,10.4236958704625,3.849909090909091,297.3330716,41.8911186,5.259614285714286,0.07879333333333333,
2064,KOI-94 d,KOI-94,22.342968518569442,10.36287527,297.3330716,41.8911186,6.688377555555555,0.5682188571428571,
2065,KOI-94 e,KOI-94,54.31999776570667,6.371137141818181,297.3330716,41.8911186,8.257365075,0.22308745285714288,
2066,KOI-984 b,KOI-984,4.287688554333333,3.0199999999999996,291.0489438,36.8400772,1.57546,0.11902285714285714,
2067,KOI-984 c,KOI-984,15.05595,,291.0489438,36.8400772,,,
2068,KPS-1 b,KPS-1,1.706316005,10.872585,165.167198,64.9638452,1.5194999999999999,1.098,
2069,Kapteyn c,Kapteyn,121.54,,77.9586613,-45.0430198,,,
2070,Kepler-10 b,Kepler-10,0.8374706800526086,1.4900166175,285.679298,50.2414842,1.8594312444444445,0.02001510142857143,
2071,Kepler-10 c,Kepler-10,45.2943211626,2.3075625,285.679298,50.2414842,6.873200000000001,0.04605,
2072,Kepler-10 d,Kepler-10,151.05,,285.679298,50.2414842,,,
2073,Kepler-100 b,Kepler-100,6.8870991406,1.3155000000000001,291.3861294,41.9901394,4.470085714285714,0.0072900000000000005,
2074,Kepler-100 c,Kepler-100,12.815876169461538,2.266,291.3861294,41.9901394,6.4291285714285715,0.022029999999999998,
2075,Kepler-100 d,Kepler-100,35.33308288006154,1.5214545454545456,291.3861294,41.9901394,5.993171428571428,0.009251666666666667,
2076,Kepler-100 e,Kepler-100,60.888588,,291.3861294,41.9901394,,,
2077,Kepler-1000 b,Kepler-1000,120.0184157186,4.8635,286.6854729,47.098194799999995,11.555742857142857,0.08965666666666666,
2078,Kepler-1001 b,Kepler-1001,14.30513920513,3.03425,286.2739151,48.6186972,4.403385714285714,0.09451333333333334,
2079,Kepler-1001 c,Kepler-1001,9.18186998,1.6782846842857142,286.2739151,48.6186972,3.6013399999999995,0.033996000000000005,
2080,Kepler-1002 b,Kepler-1002,4.3364361838444445,1.6416666666666666,293.0794629,43.073677,4.1830428571428575,0.010918333333333334,
2081,Kepler-1003 b,Kepler-1003,3.55486167782,1.564625,292.0204349,44.8762427,2.1538857142857144,0.023946666666666668,
2082,Kepler-1004 b,Kepler-1004,5.28790640135,8.1195,297.3593427,49.797546399999995,8.587,0.034868333333333335,
2083,Kepler-1005 b,Kepler-1005,6.49801900398,1.638375,286.2858998,43.3205085,2.3717714285714284,0.019273333333333333,
2084,Kepler-1006 b,Kepler-1006,19.761755382277777,2.563714285714286,295.7542063,42.5373065,3.7071,0.03923666666666666,
2085,Kepler-1007 b,Kepler-1007,5.185000363266666,1.2683333333333333,295.9065297,45.8090893,2.2283142857142857,0.044228333333333335,
2086,Kepler-1008 b,Kepler-1008,12.43932954637,2.148875,296.5476395,44.9418307,3.223642857142857,0.02796,
2087,Kepler-1009 b,Kepler-1009,11.350111278488889,2.0687142857142855,282.8598614,42.6658336,2.3604,0.12603166666666668,
2088,Kepler-101 b,Kepler-101,3.487688483818182,5.1076,283.255507,48.3552474,3.890836666666667,0.13291333333333333,
2089,Kepler-101 c,Kepler-101,6.029716972,1.093,283.255507,48.3552474,3.9114875000000002,0.0056419999999999994,
2090,Kepler-1010 b,Kepler-1010,34.26846432176667,2.399714285714286,289.1926026,44.1493165,4.834785714285714,0.07360166666666666,
2091,Kepler-1011 b,Kepler-1011,5.7532184525888885,2.837285714285714,297.4015491,46.8239976,1.7218428571428572,0.07961833333333333,
2092,Kepler-1012 b,Kepler-1012,5.50859335167,1.345,289.2962253,46.4579889,2.9837857142857147,0.020736666666666667,
2093,Kepler-1013 b,Kepler-1013,18.93060241211111,4.130857142857143,290.2481023,44.4352935,3.3724999999999996,0.06987166666666667,
2094,Kepler-1014 b,Kepler-1014,16.57107135577778,2.178142857142857,285.1219875,44.1105331,2.9797000000000002,0.06594166666666666,
2095,Kepler-1015 b,Kepler-1015,16.00494194204,2.96675,292.7573088,43.4268439,6.583114285714286,0.03729333333333334,
2096,Kepler-1016 b,Kepler-1016,1.9545287220666667,2.239375,294.613689,45.9846265,2.096366666666667,0.040902,
2097,Kepler-1016 c,Kepler-1016,105.6549596061111,3.8395714285714284,294.613689,45.9846265,9.29935,0.138198,
2098,Kepler-1017 b,Kepler-1017,7.2340138325400005,2.508125,283.469299,40.1325185,2.1890714285714283,0.048341666666666665,
2099,Kepler-1018 b,Kepler-1018,49.1012491154,2.8038571428571433,283.5967317,45.4078654,6.380557142857143,0.08516333333333333,
2100,Kepler-1019 b,Kepler-1019,1.4112292870666667,1.4347142857142858,283.7175909,47.2043818,1.442985714285714,0.039538333333333335,
2101,Kepler-102 b,Kepler-102,5.286952863241667,0.4893636363636364,281.4824731,47.2078263,2.5637333333333334,0.0042499999999999994,
2102,Kepler-102 c,Kepler-102,7.071349078892857,0.5911818181818181,281.4824731,47.2078263,2.8647714285714287,0.006689999999999999,
2103,Kepler-102 d,Kepler-102,10.31175882212857,1.3131666666666666,281.4824731,47.2078263,3.234542857142857,0.02799666666666667,
2104,Kepler-102 e,Kepler-102,16.145703269485335,2.525955579166667,281.4824731,47.2078263,3.8503588875,0.09648905142857143,
2105,Kepler-102 f,Kepler-102,27.453687214984615,0.8535454545454546,281.4824731,47.2078263,3.6572999999999998,0.013271666666666666,
2106,Kepler-1020 b,Kepler-1020,96.91513282629,2.175875,292.672471,46.3772776,6.059542857142858,0.08439333333333333,
2107,Kepler-1021 b,Kepler-1021,13.474731898811111,2.1341428571428573,295.2048999,42.5596699,2.648014285714286,0.07631166666666667,
2108,Kepler-1022 b,Kepler-1022,10.994694861877779,2.0014285714285713,289.3520595,46.9736345,1.6819285714285714,0.094485,
2109,Kepler-1023 b,Kepler-1023,62.138839617129996,3.0595,289.0297232,49.7697034,4.245414285714285,0.08962166666666667,
2110,Kepler-1024 b,Kepler-1024,66.41613007723333,3.6644285714285716,291.9510277,38.2516419,6.997571428571428,0.23930500000000002,
2111,Kepler-1025 b,Kepler-1025,37.322879845749995,6.106625000000001,284.510214,43.9615628,7.100771428571428,0.030736666666666666,
2112,Kepler-1026 b,Kepler-1026,36.515662237633336,2.3004285714285713,283.6053012,39.9979286,3.6010285714285715,0.08529166666666667,
2113,Kepler-1027 b,Kepler-1027,1.9078076753400002,1.526625,287.5711746,42.8138159,1.9187999999999998,0.012711666666666668,
2114,Kepler-1028 b,Kepler-1028,2.5146228892124998,1.326142857142857,289.5931004,49.7812447,1.6148333333333333,0.02358,
2115,Kepler-1029 b,Kepler-1029,4.417700556,1.3133333333333332,292.1328738,41.5474786,2.0212142857142856,0.02864,
2116,Kepler-103 b,Kepler-103,15.965337295433333,3.2828230769230773,288.9845512,40.0644857,4.589271428571428,0.04845833333333333,
2117,Kepler-103 c,Kepler-103,179.6086239678,5.388684615384615,288.9845512,40.0644857,13.488885714285715,0.12724,
2118,Kepler-1030 b,Kepler-1030,19.329526162188888,2.3685714285714283,293.6819098,45.8175241,3.795871428571428,0.10186333333333335,
2119,Kepler-1031 b,Kepler-1031,1.2262213791285714,0.842,296.0898796,48.9554121,2.15266,0.006,
2120,Kepler-1032 b,Kepler-1032,3.29012362425,1.6855714285714285,289.9308779,40.0977109,1.587142857142857,0.07065,
2121,Kepler-1033 b,Kepler-1033,7.5605011658666665,2.4708571428571426,283.8450963,44.6090251,3.8790714285714287,0.07193999999999999,
2122,Kepler-1034 b,Kepler-1034,12.124011364833333,2.228142857142857,286.1154093,37.9669464,3.3352142857142857,0.08156333333333333,
2123,Kepler-1035 b,Kepler-1035,2.7140761833,1.2734999999999999,289.042243,42.8824991,1.3206,0.014776666666666667,
2124,Kepler-1036 b,Kepler-1036,122.8801022155,2.851875,295.1817093,49.94581719999999,8.2138,0.07540999999999999,
2125,Kepler-1037 b,Kepler-1037,1.063788889225,1.4631428571428573,296.3410342,47.1709335,1.0834666666666666,0.026317999999999998,
2126,Kepler-1038 b,Kepler-1038,148.4599050251111,4.014714285714286,298.9721472,44.1323499,5.468414285714286,0.159515,
2127,Kepler-1038 c,Kepler-1038,7.1276747213333325,1.2272467599999999,298.9721472,44.1323499,2.4595,0.024030000000000003,
2128,Kepler-1039 b,Kepler-1039,0.9348853046333334,2.3505,298.3266169,45.3154212,1.4223666666666668,0.027683999999999997,
2129,Kepler-104 b,Kepler-104,11.427573697061538,2.6873636363636364,287.6046621,42.1665104,4.6106625,0.050528333333333335,
2130,Kepler-104 c,Kepler-104,23.66831854889231,2.6195999999999997,287.6046621,42.1665104,5.8223125,0.04572166666666667,
2131,Kepler-104 d,Kepler-104,51.755386015700005,2.9392,287.6046621,42.1665104,7.4040125,0.06039166666666667,
2132,Kepler-1040 b,Kepler-1040,201.12089300370002,2.1725,283.1137663,48.1312774,10.478585714285714,0.051699999999999996,
2133,Kepler-1041 b,Kepler-1041,24.7576391017,2.8084285714285713,293.8817361,49.6831419,7.221742857142857,0.048091666666666665,
2134,Kepler-1042 b,Kepler-1042,10.132016559511111,1.9100000000000001,288.6689428,39.8239935,3.1690285714285715,0.09483666666666667,
2135,Kepler-1043 b,Kepler-1043,38.50527525928889,2.5330000000000004,281.6629579,47.5685927,5.911257142857143,0.071615,
2136,Kepler-1044 b,Kepler-1044,6.7740789477000005,2.5905714285714287,293.1444017,46.6662155,2.7286285714285716,0.05648333333333333,
2137,Kepler-1045 b,Kepler-1045,26.410471953466665,2.4987142857142857,284.1832668,45.0740897,3.034042857142857,0.10832000000000001,
2138,Kepler-1046 b,Kepler-1046,14.37508250777,1.6771428571428573,296.7558056,46.9982799,3.025114285714286,0.02469333333333333,
2139,Kepler-1047 b,Kepler-1047,56.188755428709996,2.3525,288.6462564,50.7889645,6.308071428571429,0.03571333333333333,
2140,Kepler-1047 c,Kepler-1047,3.18897863995,1.006,288.6462564,50.7889645,2.5364,0.0068075,
2141,Kepler-1048 b,Kepler-1048,6.921014250377778,1.6145714285714285,281.8983042,42.1657112,4.3413571428571425,0.05680833333333333,
2142,Kepler-1049 b,Kepler-1049,3.273114858508,0.89575,287.3469567,47.77290779999999,1.7827714285714287,0.026708333333333334,
2143,Kepler-105 b,Kepler-105,5.412177296933334,3.3160833333333333,287.8872376,46.2761224,2.9316375,0.05991285714285714,
2144,Kepler-105 c,Kepler-105,7.125970455,1.6710714285714285,287.8872376,46.2761224,2.863775,0.019043333333333332,
2145,Kepler-1050 b,Kepler-1050,15.378806194744445,1.6745,282.9249847,48.6264015,4.456583333333334,0.019226,
2146,Kepler-1050 c,Kepler-1050,21.12841455223,1.59425,282.9249847,48.6264015,3.8141285714285718,0.017646666666666668,
2147,Kepler-1051 b,Kepler-1051,25.96200874049,2.740125,295.1581062,40.8988186,6.308442857142857,0.035721666666666665,
2148,Kepler-1052 b,Kepler-1052,34.85374772071,2.594875,295.34273,46.60221339999999,5.405457142857143,0.08235166666666667,
2149,Kepler-1052 c,Kepler-1052,180.92379857999998,2.3407500075,295.34273,46.6022134,8.771,0.071925,
2150,Kepler-1053 b,Kepler-1053,2.4143511795222223,0.8534285714285714,291.4186349,39.1273664,1.3044571428571428,0.020045,
2151,Kepler-1054 b,Kepler-1054,4.306544866666666,2.177375,290.6011085,44.5563604,4.0646571428571425,0.026706666666666667,
2152,Kepler-1055 b,Kepler-1055,2.29503474299,1.156375,290.4867838,44.932541,1.711,0.017286666666666665,
2153,Kepler-1056 b,Kepler-1056,27.495624274988888,2.5227142857142857,299.5259832,46.8992561,4.977685714285714,0.052803333333333334,
2154,Kepler-1057 b,Kepler-1057,14.088262375777779,2.816,297.4521311,41.5580816,4.207842857142857,0.09236499999999999,
2155,Kepler-1058 b,Kepler-1058,110.96486726555555,2.2983333333333333,294.5956256,45.8750556,12.838614285714286,0.1320933333333333,
2156,Kepler-1059 b,Kepler-1059,3.7641827521444444,1.711,289.2202147,41.7064385,2.070385714285714,0.059125000000000004,
2157,Kepler-106 b,Kepler-106,6.1649082046,0.8432999999999999,300.864006,44.33754969999999,3.1527333333333334,0.006078,
2158,Kepler-106 c,Kepler-106,13.570771900291668,2.4581,300.864006,44.3375497,3.277014285714286,0.05203333333333334,
2159,Kepler-106 d,Kepler-106,23.980145851,1.0566,300.864006,44.33754969999999,4.745616666666667,0.009222,
2160,Kepler-106 e,Kepler-106,43.84443983574167,2.6531,300.864006,44.3375497,6.493871428571429,0.061285,
2161,Kepler-1060 b,Kepler-1060,46.878126475377776,2.500571428571429,286.0252285,39.6309204,9.7165,0.05514333333333333,
2162,Kepler-1061 b,Kepler-1061,2.75798579958,1.986375,296.2300306,50.27520909999999,2.2527285714285714,0.021906666666666668,
2163,Kepler-1062 b,Kepler-1062,9.304148840266667,1.6829999999999998,283.8994187,41.221594,1.9414714285714285,0.06495166666666667,
2164,Kepler-1063 b,Kepler-1063,14.07970648125,1.38,290.5267975,38.1428283,1.3946857142857143,0.017361666666666668,
2165,Kepler-1064 b,Kepler-1064,16.540811514633333,1.4016666666666666,291.7415821,37.6888103,2.6159142857142856,0.038468333333333334,
2166,Kepler-1065 b,Kepler-1065,3.6093119058000003,3.448571428571429,294.511319,38.7904648,1.783942857142857,0.14938833333333335,
2167,Kepler-1065 c,Kepler-1065,2.3703026866666668,1.5023333333333333,294.511319,38.7904648,1.8092,0.029394999999999998,
2168,Kepler-1066 b,Kepler-1066,1.93155908966,2.402625,298.866621,46.5022325,1.6575428571428572,0.04864333333333334,
2169,Kepler-1067 b,Kepler-1067,0.7621301007875,0.7351428571428571,285.3873706,45.0490265,1.1048,0.006932499999999999,
2170,Kepler-1067 c,Kepler-1067,5.425875447888889,1.4179748971428572,285.3873706,45.0490265,2.5524333333333336,0.025426666666666667,
2171,Kepler-1068 b,Kepler-1068,16.9234199061,3.537875,294.6481708,46.3923173,4.147542857142857,0.12101166666666667,
2172,Kepler-1069 b,Kepler-1069,23.89895502815,2.30775,290.9792378,47.9889097,15.871228571428572,0.029411666666666666,
2173,Kepler-107 b,Kepler-107,3.18001509575,1.5585000000000002,297.028162,48.2086019,3.6416444444444442,0.011999999999999999,
2174,Kepler-107 c,Kepler-107,4.901443294514286,1.75925,297.028162,48.2086019,4.280022222222223,0.013991666666666666,
2175,Kepler-107 d,Kepler-107,7.958238413107693,1.0405833333333334,297.028162,48.2086019,4.3310875,0.0055379999999999995,
2176,Kepler-107 e,Kepler-107,14.749138444878572,3.0365,297.028162,48.2086019,6.312288888888889,0.04237833333333333,
2177,Kepler-1070 b,Kepler-1070,6.221608917749999,1.71775,293.1953923,49.316541,3.319857142857143,0.016736666666666667,
2178,Kepler-1071 b,Kepler-1071,6.1799899173299995,1.9633749999999999,293.0579794,45.2487472,2.137314285714286,0.076935,
2179,Kepler-1072 b,Kepler-1072,1.5690651455111113,1.508375,292.0443891,46.3289723,2.8097,0.01477,
2180,Kepler-1073 b,Kepler-1073,8.678891167766666,2.160142857142857,294.1527259,38.2330886,3.5377714285714283,0.05398166666666667,
2181,Kepler-1073 c,Kepler-1073,4.0258226428285715,1.5291666666666666,294.1527259,38.2330886,2.77438,0.02731,
2182,Kepler-1073 d,Kepler-1073,2.5047570211666668,1.289541898,294.1527259,38.2330886,2.48625,0.0185375,
2183,Kepler-1074 b,Kepler-1074,5.9460911924,1.16725,284.4766869,46.2526781,2.199257142857143,0.04416833333333333,
2184,Kepler-1075 b,Kepler-1075,1.5237294428571428,1.343,287.5011404,47.4691157,1.4596333333333333,0.037018,
2185,Kepler-1076 b,Kepler-1076,6.1472854402124995,0.8083333333333335,287.5902594,51.0606047,2.7512000000000003,0.012882,
2186,Kepler-1077 b,Kepler-1077,34.35121411196667,2.676714285714286,291.0336333,42.2678448,4.2866,0.06371,
2187,Kepler-1078 b,Kepler-1078,3.0072525771428573,1.961,293.2005664,43.0500379,4.32605,0.03016,
2188,Kepler-1079 b,Kepler-1079,13.245045792322223,2.532285714285714,299.5495794,45.7696769,4.376542857142857,0.015735,
2189,Kepler-108 b,Kepler-108,49.183940933,8.21875,294.5589885,46.0623952,11.36335,0.16357166666666667,
2190,Kepler-108 c,Kepler-108,190.3206960420909,7.48,294.5589885,46.0623952,15.2887375,0.11308666666666667,
2191,Kepler-1080 b,Kepler-1080,77.2552202249,4.090428571428571,296.4644914,49.1828952,10.441657142857142,0.06202833333333333,
2192,Kepler-1081 b,Kepler-1081,3.8569100406333328,1.4413749999999999,289.444752,41.3179652,2.0028,0.01396,
2193,Kepler-1082 b,Kepler-1082,1.5432063199333335,1.044125,289.3586737,50.5984489,2.6338333333333335,0.008942,
2194,Kepler-1083 b,Kepler-1083,33.4178347012,3.0958571428571426,283.1618831,45.198336,4.492385714285715,0.12681833333333334,
2195,Kepler-1084 b,Kepler-1084,2.053340420285714,1.2414285714285713,290.1019809,48.251146,2.4170000000000003,0.006668,
2196,Kepler-1085 b,Kepler-1085,219.32164823311112,6.454571428571429,287.4776359,46.1411685,12.322266666666666,0.37897600000000004,
2197,Kepler-1085 c,Kepler-1085,56.77703039111111,3.1194539157142858,287.4776359,46.1411685,6.726683333333334,0.09424333333333335,
2198,Kepler-1086 b,Kepler-1086,18.784246812688888,2.194142857142857,295.251187,45.8429537,3.167742857142857,0.10740333333333334,
2199,Kepler-1086 c,Kepler-1086,161.515906377125,2.843666666666667,295.251187,45.8429537,6.483983333333334,0.22566999999999998,
2200,Kepler-1087 b,Kepler-1087,0.6938439927888889,0.739875,294.9789253,46.0056741,1.5683999999999998,0.0049380000000000005,
2201,Kepler-1088 b,Kepler-1088,23.127464320479998,1.40125,281.5614578,42.4504087,4.916328571428571,0.015953333333333333,
2202,Kepler-1089 b,Kepler-1089,5.132229436719999,1.738,291.0926509,49.1901729,1.6154714285714287,0.09449999999999999,
2203,Kepler-109 b,Kepler-109,6.481633162021429,2.4093333333333335,290.3926795,40.2849074,3.7113714285714288,0.030299999999999997,
2204,Kepler-109 c,Kepler-109,21.22260861544286,2.5560833333333335,290.3926795,40.2849074,6.526414285714286,0.03621166666666667,
2205,Kepler-1090 b,Kepler-1090,198.68019774377777,2.5869999999999997,295.6629002,44.5258237,8.242383333333335,0.072986,
2206,Kepler-1090 c,Kepler-1090,42.426711222222224,3.1628082642857143,295.6629002,44.5258237,5.816949999999999,0.06514166666666667,
2207,Kepler-1091 b,Kepler-1091,1.4347472511000001,1.2578571428571428,299.7854426,43.6707235,1.9107333333333332,0.01996,
2208,Kepler-1092 b,Kepler-1092,58.601589974477776,2.146,297.7232008,47.1126833,5.5361142857142855,0.04332833333333334,
2209,Kepler-1093 b,Kepler-1093,25.08248179083,2.107428571428571,284.9780251,41.4202077,6.4317,0.024825,
2210,Kepler-1093 c,Kepler-1093,89.72217902528888,2.1348333333333334,284.9780251,41.4202077,10.7566,0.025612000000000003,
2211,Kepler-1094 b,Kepler-1094,78.09959848676667,2.908428571428572,292.3012109,38.2669983,8.283771428571429,0.0684,
2212,Kepler-1095 b,Kepler-1095,4.271031275312501,1.24,293.2624215,41.3650155,2.276866666666667,0.018514000000000003,
2213,Kepler-1096 b,Kepler-1096,2.892217087025,1.249285714285714,294.7094688,45.9695533,1.3701999999999999,0.03726,
2214,Kepler-1097 b,Kepler-1097,187.7467485872222,3.1762857142857146,281.5941261,42.5963949,5.574114285714286,0.16995000000000002,
2215,Kepler-1098 b,Kepler-1098,2.5430728256625,1.2381428571428572,295.502673,43.2326992,2.8173,0.015882,
2216,Kepler-1099 b,Kepler-1099,2.168450318511111,2.765857142857143,288.7499866,48.2771163,1.641714285714286,0.04985666666666667,
2217,Kepler-11 b,Kepler-11,10.30401842,1.8506666666666665,297.1150949,41.9091092,4.167633333333333,0.0301875,
2218,Kepler-11 c,Kepler-11,13.02483952823125,2.9563333333333333,297.1150949,41.9091092,4.579533333333334,0.077985,
2219,Kepler-11 d,Kepler-11,22.686810060158823,3.2686153846153845,297.1150949,41.9091092,5.519933333333333,0.09321875,
2220,Kepler-11 e,Kepler-11,31.9962592525,4.077,297.1150949,41.9091092,4.232922222222222,0.13737749999999999,
2221,Kepler-11 f,Kepler-11,46.68630892284118,2.643307692307692,297.1150949,41.9091092,6.454288888888889,0.05741375,
2222,Kepler-11 g,Kepler-11,118.37866178293334,3.4893636363636364,297.1150949,41.9091092,9.541911111111112,0.10860875,
2223,Kepler-110 b,Kepler-110,12.691067950881818,2.516,292.9291693,48.6028303,3.8450375,0.02570333333333333,
2224,Kepler-110 c,Kepler-110,31.71982363240909,3.0143333333333335,292.9291693,48.6028303,4.9007375,0.03657,
2225,Kepler-1100 b,Kepler-1100,6.4219938627,1.35025,291.8713535,44.0873907,2.66245,0.016528,
2226,Kepler-1101 b,Kepler-1101,81.31527974163333,2.2735714285714286,294.5693544,45.6711623,5.777328571428571,0.07537666666666666,
2227,Kepler-1102 b,Kepler-1102,51.32859322266667,3.1004285714285715,281.3225917,48.0664955,9.455242857142858,0.07167833333333333,
2228,Kepler-1103 b,Kepler-1103,19.79196818539,2.548375,287.3821348,49.4524247,3.3139428571428575,0.03842,
2229,Kepler-1104 b,Kepler-1104,5.037281325877777,1.259,294.4685197,49.3309789,1.92555,0.00775,
2230,Kepler-1105 b,Kepler-1105,4.421562962466667,1.8745714285714286,281.1117588,42.4549698,2.0808285714285715,0.06897333333333333,
2231,Kepler-1106 b,Kepler-1106,1.2527501060750001,1.620285714285714,291.1451576,44.0624715,2.091416666666667,0.020652,
2232,Kepler-1107 b,Kepler-1107,0.571038548,1.39075,291.049934,39.141674,1.0640166666666666,0.025958,
2233,Kepler-1108 b,Kepler-1108,4.5100648089625,1.4562857142857142,296.0422962,45.98514,2.16415,0.030158,
2234,Kepler-1109 b,Kepler-1109,37.64665462434444,2.348714285714286,291.6462654,39.3966122,6.1795857142857145,0.041874999999999996,
2235,Kepler-111 b,Kepler-111,3.341805847372727,1.6688888888888889,291.653163,44.6882613,2.9866375,0.016243333333333335,
2236,Kepler-111 c,Kepler-111,224.77986437758332,7.403007579999999,291.653163,44.68826130000001,11.333277777777779,0.3484142857142857,
2237,Kepler-1110 b,Kepler-1110,9.693111949333334,2.377,291.8080645,38.6226615,2.7643857142857144,0.12442333333333333,
2238,Kepler-1111 b,Kepler-1111,8.7962087372,1.799,295.4634045,45.8127697,3.446485714285714,0.03182666666666666,
2239,Kepler-1112 b,Kepler-1112,14.362723297466667,2.6287142857142856,296.9687937,47.7514799,4.739428571428571,0.037443333333333335,
2240,Kepler-1113 b,Kepler-1113,42.30051235,2.449142857142857,289.4066969,39.338813,4.366928571428572,0.05613833333333334,
2241,Kepler-1114 b,Kepler-1114,14.97435799731,1.5785,299.2370531,45.8347781,2.468942857142857,0.027628333333333335,
2242,Kepler-1115 b,Kepler-1115,23.554179966422222,2.105125,294.9917723,40.1443964,7.293114285714286,0.009066666666666667,
2243,Kepler-1116 b,Kepler-1116,41.69780714125555,2.41,291.9336573,44.1154992,5.527299999999999,0.07139666666666666,
2244,Kepler-1117 b,Kepler-1117,4.790286550988888,1.045625,292.0847866,49.2374206,2.7555,0.014980000000000002,
2245,Kepler-1118 b,Kepler-1118,38.671322035611105,2.8625714285714285,299.9656619,44.1608805,5.527642857142857,0.06381333333333333,
2246,Kepler-1119 b,Kepler-1119,8.32648422111111,1.7416666666666665,297.0191018,44.3274936,5.408542857142857,0.027120000000000002,
2247,Kepler-112 b,Kepler-112,8.408880102754544,2.652,296.9811361,43.2097025,3.539775,0.08047166666666666,
2248,Kepler-112 c,Kepler-112,28.57425593119091,2.7328888888888887,296.9811361,43.2097025,5.01915,0.08449,
2249,Kepler-1120 b,Kepler-1120,2.949028696875,1.4567142857142856,290.9144516,42.2865522,2.046483333333333,0.036852,
2250,Kepler-1121 b,Kepler-1121,13.15137055644,1.725,297.7865467,47.88615419999999,5.533500000000001,0.009655,
2251,Kepler-1122 b,Kepler-1122,42.191924445388885,2.1595714285714283,288.2805801,46.3408747,7.216642857142857,0.053725,
2252,Kepler-1123 b,Kepler-1123,4.3394615387125,1.7129999999999999,294.5177291,50.6703927,2.3114833333333333,0.0353,
2253,Kepler-1124 b,Kepler-1124,2.8520903622000002,1.943875,286.5942529,37.8912836,0.7272333333333333,0.155308,
2254,Kepler-1125 b,Kepler-1125,17.6701742675,2.314142857142857,295.4812018,40.7319316,6.0421,0.03705833333333334,
2255,Kepler-1126 b,Kepler-1126,108.5931098307,1.678625,285.691955,45.6893993,8.01222857142857,0.03453333333333333,
2256,Kepler-1126 c,Kepler-1126,199.66636974875,1.5685000066666666,285.691955,45.6893993,8.73258,0.02857,
2257,Kepler-1127 b,Kepler-1127,5.1233562752249995,1.5788571428571427,293.2173563,42.7205846,2.913683333333333,0.028106,
2258,Kepler-1128 b,Kepler-1128,61.6179298725,3.436857142857143,293.063315,39.4034052,3.7401428571428568,0.14831833333333333,
2259,Kepler-1129 b,Kepler-1129,24.33980982069,3.31425,291.6044965,41.3093275,3.451657142857143,0.07856833333333334,
2260,Kepler-1129 c,Kepler-1129,76.53674174650001,2.8055714285714286,291.6044965,41.3093275,5.69595,0.071558,
2261,Kepler-113 b,Kepler-113,4.754000651166666,1.9746,287.9978721,50.9441847,2.5715857142857144,0.07688333333333335,
2262,Kepler-113 c,Kepler-113,8.925078260683334,2.5119,287.9978721,50.9441847,2.7346,0.09924499999999999,
2263,Kepler-1130 b,Kepler-1130,5.452987868272728,0.8795555555555556,285.207421,45.384333,2.177314285714286,0.009088333333333332,
2264,Kepler-1130 c,Kepler-1130,3.2666178653333335,0.68629948,285.207421,45.384333,2.07164,0.005698,
2265,Kepler-1130 d,Kepler-1130,4.272266488333333,0.65284034125,285.207421,45.384333,2.15716,0.005082,
2266,Kepler-1131 b,Kepler-1131,3.5323259696875002,1.4577142857142857,295.6514492,49.2612954,2.83555,0.02342,
2267,Kepler-1132 b,Kepler-1132,62.891697116111104,2.225857142857143,286.3675188,48.4238906,6.875757142857142,0.08253,
2268,Kepler-1133 b,Kepler-1133,11.555613610155556,1.8715714285714284,293.3224114,42.8674925,1.6813142857142858,0.04631333333333334,
2269,Kepler-1134 b,Kepler-1134,17.132657116288886,2.4771428571428573,295.5678578,42.4781064,3.071985714285714,0.09977166666666666,
2270,Kepler-1135 b,Kepler-1135,76.95821254594445,2.1954285714285713,286.0029904,44.7565551,9.376171428571428,0.03654833333333333,
2271,Kepler-1136 b,Kepler-1136,2.361723187075,1.5137142857142858,284.1078441,44.2458047,1.2268833333333333,0.058432,
2272,Kepler-1137 b,Kepler-1137,23.921100092155555,2.492,287.1302407,48.665347,4.8078,0.015011666666666666,
2273,Kepler-1138 b,Kepler-1138,3.17059755295,1.6507142857142856,285.8993164,48.307285,1.6018666666666668,0.03378,
2274,Kepler-1139 b,Kepler-1139,0.8131684219444444,1.069125,287.9455985,39.2305281,1.4303,0.017641999999999998,
2275,Kepler-114 b,Kepler-114,5.188584338106667,1.1209090909090909,294.121482,48.3497977,2.4214375,0.034275,
2276,Kepler-114 c,Kepler-114,8.041299195233334,1.435,294.121482,48.3497977,2.6719571428571425,0.05858666666666667,
