id,name,ra,dec,star_temp,star_radius,sy_dist
0,11 Com,185.1787793,17.7932516,4755.0,17.181,93.1846
1,11 Com B,185.1807118,17.7951762,4415.0,0.62512,100.158
2,11 Com,185.1787793,17.7932516,4874.0,13.76,93.1846
3,11 Com,185.1787793,17.7932516,,,93.1846
4,11 Com,185.1787793,17.7932516,4675.18,17.407,93.1846
5,11 Com,185.1787793,17.7932516,4705.0,15.781,93.1846
6,11 Com,185.1787793,17.7932516,4830.0,,93.1846
7,11 Com,185.1787793,17.7932516,4742.0,19.0,93.1846
8,11 UMi,229.2745954,71.8239428,4248.7,30.262005,125.321
9,11 UMi,229.2745954,71.8239428,4340.0,24.08,125.321
10,11 UMi,229.2745954,71.8239428,,,125.321
11,11 UMi,229.2745954,71.8239428,4213.0,29.79,125.321
12,11 UMi,229.2745954,71.8239428,4263.77,29.3104,125.321
13,11 UMi,229.2745954,71.8239428,4255.0,27.032,125.321
14,14 And,352.82415,39.2358367,4888.0,11.55,75.4392
15,14 And,352.82415,39.2358367,4689.46,11.2161,75.4392
16,14 And,352.82415,39.2358367,,,75.4392
17,14 And,352.82415,39.2358367,4709.0,10.859,75.4392
18,14 And,352.82415,39.2358367,4826.0,10.3,75.4392
19,14 And,352.82415,39.2358367,4813.0,11.0,75.4392
20,14 And,352.82415,39.2358367,4740.0,11.147492,75.4392
21,14 Her,242.6021014,43.8163621,5338.0,0.93,17.9323
22,14 Her,242.6021014,43.8163621,5282.0,1.003684,17.9323
23,14 Her,242.6021014,43.8163621,,,17.9323
24,14 Her,242.6021014,43.8163621,5388.0,0.96,17.9323
25,14 Her,242.6021014,43.8163621,5255.0,,17.9323
26,14 Her,242.6021014,43.8163621,5518.0,0.8668,17.9323
27,14 Her,242.6021014,43.8163621,5311.0,,17.9323
28,14 Her,242.6021014,43.8163621,5418.0,,17.9323
29,14 Her,242.6021014,43.8163621,,0.96,17.9323
30,14 Her,242.6021014,43.8163621,5280.0,1.00235,17.9323
31,14 Her,242.6021014,43.8163621,5314.94,0.995819,17.9323
32,HIP 96895,295.4529704,50.5243764,,,21.1389
33,16 Cyg B,295.4656422,50.5168243,5711.97,1.159464,21.1397
34,16 Cyg B,295.4656422,50.5168243,5760.0,,21.1397
35,HIP 96895,295.4529704,50.5243764,5781.0,1.26,21.1389
36,16 Cyg B,295.4656422,50.5168243,,,21.1397
37,HIP 96895,295.4529704,50.5243764,,1.26,21.1389
38,16 Cyg B,295.4656422,50.5168243,5674.0,1.17,21.1397
39,16 Cyg B,295.4656422,50.5168243,,1.17,21.1397
40,16 Cyg C,,,,,
41,16 Cyg B,295.4656422,50.5168243,5674.0,,21.1397
42,16 Cyg B,295.4656422,50.5168243,5765.0,,21.1397
43,16 Cyg B,295.4656422,50.5168243,5747.0,1.12827,21.1397
44,16 Cyg B,295.4656422,50.5168243,5774.0,,21.1397
45,16 Cyg B,295.4656422,50.5168243,5750.0,1.13,21.1397
46,16 Cyg B,295.4656422,50.5168243,5772.0,,21.1397
47,HIP 96895,295.4529704,50.5243764,5778.0,1.25012,21.1389
48,16 Cyg B,295.4656422,50.5168243,5751.0,1.08,21.1397
49,16 Cyg B,295.4656422,50.5168243,5777.25,1.1198,21.1397
50,17 Sco,243.4620874,-11.8377905,4364.06,32.0773,124.953
51,17 Sco,243.4620874,-11.8377905,4157.0,25.92,124.953
52,18 Del,314.6078375,10.8391378,4980.0,8.8,76.222
53,18 Del,314.6078375,10.8391378,5074.86,7.81867,76.222
54,18 Del,314.6078375,10.8391378,4979.0,8.5,76.222
55,18 Del,314.6078375,10.8391378,,,76.222
56,18 Del,314.6078375,10.8391378,5054.0,8.0,76.222
57,18 Del,314.6078375,10.8391378,5076.0,,76.222
58,18 Del,314.6078375,10.8391378,5083.75,7.911375,76.222
59,18 Del B,314.6058747,10.8312502,3284.0,,74.812
60,1RXS J160929.1-210524,242.3762343,-21.0831403,3993.0,1.31316,139.135
61,1RXS J160929.1-210524,242.3762343,-21.0831403,4076.58,1.181766,139.135
62,1RXS J160929.1-210524,242.3762343,-21.0831403,4060.0,,139.135
63,1RXS J160929.1-210524,242.3762343,-21.0831403,4060.0,1.352,139.135
64,24 Boo,217.1555242,49.8446488,5025.75,9.973644,95.9863
65,24 Boo,217.1555242,49.8446488,,,95.9863
66,24 Boo,217.1555242,49.8446488,4816.0,12.19,95.9863
67,24 Boo,217.1555242,49.8446488,5025.78,9.81465,95.9863
68,24 Boo,217.1555242,49.8446488,4893.0,10.64,95.9863
69,24 Sex,155.8684866,-0.9023998,5069.0,,72.0691
70,24 Sex,155.8684866,-0.9023998,5020.0,4.973742,72.0691
71,24 Sex,155.8684866,-0.9023998,5098.0,4.9,72.0691
72,24 Sex,155.8684866,-0.9023998,,,72.0691
73,24 Sex,155.8684866,-0.9023998,5027.0,4.93442,72.0691
74,2MASS J01033563-5515561 A,15.8992489,-55.2658291,,,
75,2MASS J01033563-5515561 B,,,,,
76,2MASS J01225093-2439505,20.7128012,-24.6646128,3976.24,,33.8281
77,2MASS J01225093-2439505,20.7128012,-24.6646128,3530.0,,33.8281
78,2MASS J01225093-2439505,20.7128012,-24.6646128,3309.0,0.36645,33.8281
79,2MASS J02192210-3925225,34.8427046,-39.4230767,2873.0,0.267572,
80,2MASS J02192210-3925225,34.8427046,-39.4230767,3381.67,,
81,2MASS J02192210-3925225,34.8427046,-39.4230767,3064.0,0.281,
82,2MASS J0249-0557 A,42.4851627,-5.9599921,2859.0,0.315959,66.0613
83,2MASS J0249-0557 B,,,,,
84,2MASS J0249-0557 A,42.4851627,-5.9599921,,,66.0613
85,2MASS J03590986+2009361,59.7911026,20.1599759,2943.0,0.289776,117.435
86,2MASS J04372171+2651014,69.3405531,26.8502997,3100.0,0.84,128.484
87,2MASS J04372171+2651014,69.3405531,26.8502997,3243.0,0.641038,128.484
88,2MASS J04414489+2301513,70.4371079,23.0308544,,,
89,2MASS J04414489+2301513,70.4371079,23.0308544,2936.0,0.231916,
90,2MASS J11011926-7732383,165.3295388,-77.5440912,,,
91,2MASS J11550485-7919108,178.7691634,-79.3197558,3021.0,0.600455,100.862
92,2MASS J12073346-3932539,181.8890906,-39.5484399,,,64.308
93,2MASS J12073346-3932539,181.8890906,-39.5484399,2825.0,0.21887,64.308
94,2MASS J19383260+4603591,294.6359173,46.0664076,29564.0,0.203,396.332
95,2MASS J19383260+4603591 Ab,,,2829.0,0.168,
96,2MASS J19383260+4603591,294.6359173,46.0664076,,,396.332
97,2MASS J19383260+4603591,294.6359173,46.0664076,10645.0,2.879,396.332
98,2MASS J19383260+4603591,294.6359173,46.0664076,8868.67,,396.332
99,2MASS J19383260+4603591,294.6359173,46.0664076,10868.0,0.342,396.332
100,2MASS J21252752-8138278,321.3662989,-81.6414894,3592.0,0.672832,34.1154
101,2MASS J22362452+4751425,339.1025931,47.861683,4033.0,0.641152,69.5737
102,2MASS J22362452+4751425,339.1025931,47.861683,4045.0,,69.5737
103,2MASS J22362452+4751425,339.1025931,47.861683,4085.0,0.615964,69.5737
104,30 Ari A,39.2528295,24.6471535,6695.0,1.51229,45.1372
105,30 Ari B,39.2412736,24.6480103,,,44.657
106,30 Ari B,39.2412736,24.6480103,6211.27,1.339025,44.657
107,30 Ari B,39.2412736,24.6480103,6300.0,1.13,44.657
108,30 Ari A B,,,,,
109,30 Ari B,39.2412736,24.6480103,6331.0,1.41,44.657
110,30 Ari B,39.2412736,24.6480103,6284.0,1.23,44.657
111,30 Ari A,39.2528295,24.6471535,,,45.1372
112,30 Ari B B,,,,,
113,30 Ari B,39.2412736,24.6480103,6252.09,1.31923,44.657
114,30 Ari B,39.2412736,24.6480103,,1.13,44.657
115,4 UMa,130.0528099,64.3280504,4482.9,16.9684,73.4603
116,4 UMa,130.0528099,64.3280504,4531.0,16.751,73.4603
117,4 UMa,130.0528099,64.3280504,4415.0,18.11,73.4603
118,4 UMa,130.0528099,64.3280504,,,73.4603
119,4 UMa,130.0528099,64.3280504,4430.0,18.240002,73.4603
120,47 UMa,164.8647611,40.4304931,5925.0,,13.7967
121,47 UMa,164.8647611,40.4304931,5892.0,1.23,13.7967
122,47 UMa,164.8647611,40.4304931,5882.0,1.24,13.7967
123,47 UMa,164.8647611,40.4304931,,,13.7967
124,47 UMa,164.8647611,40.4304931,5872.0,1.21334,13.7967
125,47 UMa,164.8647611,40.4304931,,1.24,13.7967
126,47 UMa,164.8647611,40.4304931,5954.0,,13.7967
127,47 UMa,164.8647611,40.4304931,5829.16,1.136537,13.7967
128,47 UMa,164.8647611,40.4304931,5947.0,1.20754,13.7967
129,47 UMa,164.8647611,40.4304931,5882.0,,13.7967
130,47 UMa,164.8647611,40.4304931,5850.0,,13.7967
131,GJ 3305,69.4062922,-2.4915684,,0.492,21.82353
132,51 Eri,69.4007424,-2.4738245,7276.0,,29.7575
133,GJ 3305,69.4062922,-2.4915684,,,21.82353
134,51 Eri,69.4007424,-2.4738245,7190.1,1.555305,29.7575
135,51 Eri,69.4007424,-2.4738245,,,29.7575
136,51 Eri,69.4007424,-2.4738245,7295.0,1.48726,29.7575
137,51 Eri,69.4007424,-2.4738245,7257.0,1.52,29.7575
138,GJ 3305 B,,,,,
139,51 Peg,344.3675399,20.7690958,5793.0,1.2,15.4614
140,51 Peg,344.3675399,20.7690958,,,15.4614
141,51 Peg,344.3675399,20.7690958,5805.0,,15.4614
142,51 Peg,344.3675399,20.7690958,5758.0,1.17561,15.4614
143,51 Peg,344.3675399,20.7690958,5760.76,1.186744,15.4614
144,51 Peg,344.3675399,20.7690958,5786.0,,15.4614
145,51 Peg,344.3675399,20.7690958,,1.15,15.4614
146,51 Peg,344.3675399,20.7690958,5830.0,1.160959,15.4614
147,51 Peg,344.3675399,20.7690958,5787.0,1.15,15.4614
148,51 Peg,344.3675399,20.7690958,5773.0,1.29,15.4614
149,55 Cnc,133.1468373,28.3298154,5272.0,0.943,12.5855
150,55 Cnc,133.1468373,28.3298154,5317.89,0.964411,12.5855
151,55 Cnc,133.1468373,28.3298154,5200.0,,12.5855
152,55 Cnc,133.1468373,28.3298154,5172.0,0.954,12.5855
153,55 Cnc B,133.167908,28.3152863,3187.0,0.289624,12.4773
154,55 Cnc,133.1468373,28.3298154,,0.93,12.5855
155,55 Cnc,133.1468373,28.3298154,,,12.5855
156,55 Cnc,133.1468373,28.3298154,5235.0,0.93,12.5855
157,55 Cnc,133.1468373,28.3298154,,0.943,12.5855
158,55 Cnc,133.1468373,28.3298154,5334.0,,12.5855
159,55 Cnc,133.1468373,28.3298154,5250.0,0.963515,12.5855
160,55 Cnc,133.1468373,28.3298154,5196.0,0.943,12.5855
161,55 Cnc,133.1468373,28.3298154,5172.0,0.943,12.5855
162,55 Cnc,133.1468373,28.3298154,,0.98,12.5855
163,55 Cnc,133.1468373,28.3298154,5234.0,0.943,12.5855
164,55 Cnc,133.1468373,28.3298154,5306.0,0.946378,12.5855
165,55 Cnc,133.1468373,28.3298154,5307.0,,12.5855
166,6 Lyn,97.6960311,58.1611753,4938.0,5.15522,54.6599
167,6 Lyn,97.6960311,58.1611753,,5.2,54.6599
168,6 Lyn,97.6960311,58.1611753,5022.0,4.83,54.6599
169,6 Lyn,97.6960311,58.1611753,5000.0,5.045864,54.6599
170,6 Lyn,97.6960311,58.1611753,4938.0,5.2,54.6599
171,6 Lyn,97.6960311,58.1611753,4689.0,6.1,54.6599
172,6 Lyn,97.6960311,58.1611753,4941.0,4.94,54.6599
173,6 Lyn,97.6960311,58.1611753,,,54.6599
174,6 Lyn,97.6960311,58.1611753,4978.0,5.2,54.6599
175,61 Vir,199.596455,-18.3157745,5562.0,0.984182,8.50332
176,61 Vir,199.596455,-18.3157745,5579.0,,8.50332
177,61 Vir,199.596455,-18.3157745,,,8.50332
178,61 Vir,199.596455,-18.3157745,5571.0,0.98,8.50332
179,61 Vir,199.596455,-18.3157745,,0.98,8.50332
180,61 Vir,199.596455,-18.3157745,5538.0,0.9867,8.50332
181,61 Vir,199.596455,-18.3157745,5915.33,0.885657,8.50332
182,61 Vir,199.596455,-18.3157745,5577.0,0.963,8.50332
183,61 Vir,199.596455,-18.3157745,5558.0,,8.50332
184,61 Vir,199.596455,-18.3157745,5585.57,1.03251,8.50332
185,7 CMa,99.171276,-19.2561808,,,19.8101
186,7 CMa,99.171276,-19.2561808,4735.0,5.319364,19.8101
187,7 CMa,99.171276,-19.2561808,4799.0,5.01,19.8101
188,7 CMa,99.171276,-19.2561808,4826.0,4.87,19.8101
189,7 CMa,99.171276,-19.2561808,4794.52,4.90843,19.8101
190,7 CMa,99.171276,-19.2561808,4761.0,,19.8101
191,7 CMa,99.171276,-19.2561808,4792.0,2.3,19.8101
192,7 CMa,99.171276,-19.2561808,,5.198,19.8101
193,70 Vir,202.1064898,13.7763085,,,17.9011
194,70 Vir,202.1064898,13.7763085,5545.0,1.88,17.9011
195,70 Vir,202.1064898,13.7763085,5495.0,1.92327,17.9011
196,70 Vir,202.1064898,13.7763085,5439.0,1.94,17.9011
197,70 Vir,202.1064898,13.7763085,5545.0,,17.9011
198,70 Vir,202.1064898,13.7763085,5481.86,1.921943,17.9011
199,70 Vir,202.1064898,13.7763085,5500.0,,17.9011
200,70 Vir,202.1064898,13.7763085,6245.0,1.496277,17.9011
201,70 Vir,202.1064898,13.7763085,5531.0,1.84,17.9011
202,70 Vir,202.1064898,13.7763085,,1.88,17.9011
203,70 Vir,202.1064898,13.7763085,5495.0,1.89,17.9011
204,70 Vir,202.1064898,13.7763085,5530.0,,17.9011
205,75 Cet,38.0391598,-1.0350269,4846.25,10.620331,82.9613
206,75 Cet B,38.0420506,-1.0364031,3710.0,0.570341,
207,75 Cet,38.0391598,-1.0350269,4904.0,,82.9613
208,75 Cet,38.0391598,-1.0350269,,,82.9613
209,75 Cet,38.0391598,-1.0350269,4809.0,10.38,82.9613
210,75 Cet,38.0391598,-1.0350269,4827.32,10.5203,82.9613
211,75 Cet,38.0391598,-1.0350269,4846.0,10.5,82.9613
212,8 UMi,224.201685,74.9009379,4906.0,10.1467,162.552
213,8 UMi,224.201685,74.9009379,4847.4,9.9,162.552
214,8 UMi,224.201685,74.9009379,4847.0,10.3,162.552
215,8 UMi,224.201685,74.9009379,4921.22,10.025266,162.552
216,8 UMi,224.201685,74.9009379,,,162.552
217,81 Cet,39.4243555,-3.3963607,,,101.26
218,81 Cet,39.4243555,-3.3963607,4734.0,11.21,101.26
219,81 Cet,39.4243555,-3.3963607,4829.75,11.430091,101.26
220,81 Cet,39.4243555,-3.3963607,4845.0,,101.26
221,81 Cet,39.4243555,-3.3963607,4844.29,11.2884,101.26
222,81 Cet,39.4243555,-3.3963607,4785.0,11.0,101.26
223,91 Aqr,348.9745031,-9.0878076,,,44.0304
224,91 Aqr,348.9745031,-9.0878076,4700.0,10.584026,44.0304
225,HD 219449 B,348.962375,-9.078512,,,32.9037
226,91 Aqr,348.9745031,-9.0878076,4658.92,10.3947,44.0304
227,HD 219449 C,,,,,
228,91 Aqr,348.9745031,-9.0878076,4681.0,,44.0304
229,91 Aqr,348.9745031,-9.0878076,4665.0,11.0,44.0304
230,AB Aur,73.9410446,30.5510888,7920.0,2.95887,162.127
231,AB Aur,73.9410446,30.5510888,9770.0,,162.127
232,AB Pic,94.8039208,-58.0541184,,,50.0475
233,AB Pic,94.8039208,-58.0541184,5285.0,,50.0475
234,AB Pic,94.8039208,-58.0541184,5378.0,0.73,50.0475
235,AB Pic,94.8039208,-58.0541184,5068.5,0.999394,50.0475
236,AB Pic,94.8039208,-58.0541184,5027.0,1.01873,50.0475
237,AF Lep,81.7699216,-11.9011752,,,26.8564
238,AF Lep,81.7699216,-11.9011752,6496.0,1.22,26.8564
239,AF Lep,81.7699216,-11.9011752,6130.0,1.25,26.8564
240,AF Lep,81.7699216,-11.9011752,6100.0,1.25,26.8564
241,AF Lep,81.7699216,-11.9011752,,1.22,26.8564
242,AF Lep,81.7699216,-11.9011752,6140.0,,26.8564
243,AF Lep,81.7699216,-11.9011752,6409.37,1.07741,26.8564
244,AT2021ueyL,324.5450417,26.4665694,3680.0,,1040.0
245,AU Mic,311.2911369,-31.34245,,0.75,9.7221
246,AU Mic,311.2911369,-31.34245,3700.0,0.75,9.7221
247,AU Mic,311.2911369,-31.34245,3588.0,0.698009,9.7221
248,AU Mic,311.2911369,-31.34245,,,9.7221
249,AU Mic,311.2911369,-31.34245,,0.698009,9.7221
250,AU Mic,311.2911369,-31.34245,3992.36,0.613598,9.7221
251,AU Mic,311.2911369,-31.34245,3678.0,0.744,9.7221
252,AU Mic,311.2911369,-31.34245,3753.0,0.7,9.7221
253,AU Mic,311.2911369,-31.34245,3665.0,0.82,9.7221
254,BD+03 2562,177.5647268,2.7601075,4095.0,38.8296,1070.63
255,BD+03 2562,177.5647268,2.7601075,4095.0,32.35,1070.63
256,BD+03 2562,177.5647268,2.7601075,4095.0,37.760117,1070.63
257,BD+05 4868 A,326.8614036,6.6053185,4617.0,0.700493,43.5687
258,BD+05 4868 A,326.8614036,6.6053185,4596.0,0.69,43.5687
259,BD+05 4868 B,326.8622014,6.6055894,,0.42,42.502
260,BD+14 4559,318.4010002,14.6893834,4864.0,,49.352
261,BD+14 4559,318.4010002,14.6893834,4864.0,0.863285,49.352
262,BD+14 4559,318.4010002,14.6893834,5008.0,0.95,49.352
263,BD+14 4559,318.4010002,14.6893834,4864.0,0.86,49.352
264,BD+14 4559,318.4010002,14.6893834,4869.17,0.862189,49.352
265,BD+15 2375,176.4820239,14.6163182,4649.0,11.8043,768.045
266,BD+15 2375,176.4820239,14.6163182,4649.0,8.95,768.045
267,BD+15 2375,176.4820239,14.6163182,,,768.045
268,BD+15 2375,176.4820239,14.6163182,4758.47,10.844412,768.045
269,BD+15 2940,240.09564,15.5467507,4796.0,10.491786,426.42
270,BD+15 2940,240.09564,15.5467507,4796.0,14.7,426.42
271,BD+15 2940,240.09564,15.5467507,4796.0,10.7642,426.42
272,BD+20 2457,154.186782,19.8912626,4137.0,49.0,1539.71
273,BD+20 2457,154.186782,19.8912626,4259.0,,1539.71
274,BD+20 2457,154.186782,19.8912626,4181.98,46.0451,1539.71
275,BD+20 2457,154.186782,19.8912626,4259.0,71.02,1539.71
276,BD+20 2457,154.186782,19.8912626,4329.9,43.022778,1539.71
277,BD+20 274,25.9203179,21.0052692,4296.0,17.3,1322.51
278,BD+20 274,25.9203179,21.0052692,4296.0,43.4104,1322.51
279,BD+20 274,25.9203179,21.0052692,4322.65,41.324722,1322.51
280,BD+20 274,25.9203179,21.0052692,4391.0,,1322.51
281,BD+20 594,53.6511231,20.5990205,5766.0,0.928,179.461
282,BD+20 594,53.6511231,20.5990205,5766.0,1.08,179.461
283,BD+20 594,53.6511231,20.5990205,5456.77,1.185363,179.461
284,BD+20 594,53.6511231,20.5990205,5651.76,1.24493,179.461
285,BD+20 594,53.6511231,20.5990205,5703.0,0.956122,179.461
286,BD+45 564,32.9470485,45.9242187,5004.0,,53.622
287,BD+45 564,32.9470485,45.9242187,5087.09,0.813064,53.622
288,BD+48 738,40.7102869,49.5869395,4435.0,33.3751,871.493
289,BD+48 738,40.7102869,49.5869395,4519.0,11.1,871.493
290,BD+48 738,40.7102869,49.5869395,4414.0,11.0,871.493
291,BD+48 738,40.7102869,49.5869395,4329.9,29.883844,871.493
292,BD+48 738,40.7102869,49.5869395,4658.0,,871.493
293,BD+48 740,40.7425426,48.9300579,,,666.589
294,BD+48 740,40.7425426,48.9300579,4534.0,10.33,666.589
295,BD+48 740,40.7425426,48.9300579,4534.0,26.6307,666.589
296,BD+48 740,40.7425426,48.9300579,4435.05,25.340044,666.589
297,BD+49 828,45.6406187,49.7299481,4717.82,9.8579,442.042
298,BD+49 828,45.6406187,49.7299481,4943.0,9.20378,442.042
299,BD+49 828,45.6406187,49.7299481,4943.0,7.6,442.042
300,BD+55 362,23.9636676,56.6982282,5012.0,,52.5697
301,BD+55 362,23.9636676,56.6982282,5092.0,0.896193,52.5697
302,BD+60 1417,190.8875453,60.0143636,4993.0,0.797302,44.9543
303,BD+60 1417,190.8875453,60.0143636,4993.0,0.797,44.9543
304,BD+63 1405,271.3979337,63.6700064,5073.0,0.804724,38.0473
305,BD+63 1405,271.3979337,63.6700064,5000.0,,38.0473
306,BD-06 1339,88.2511811,-5.9963378,4060.0,0.67,20.2695
307,BD-06 1339,88.2511811,-5.9963378,4324.0,,20.2695
308,BD-06 1339,88.2511811,-5.9963378,4081.58,0.665051,20.2695
309,BD-06 1339,88.2511811,-5.9963378,4042.0,0.686355,20.2695
310,BD-06 1339,88.2511811,-5.9963378,,,20.2695
311,BD-08 2823,150.1971964,-9.5165689,4816.0,0.71,41.3342
312,BD-08 2823,150.1971964,-9.5165689,4816.0,0.692034,41.3342
313,BD-08 2823,150.1971964,-9.5165689,4757.23,0.71608,41.3342
314,BD-08 2823,150.1971964,-9.5165689,4746.0,,41.3342
315,BD-10 3166,164.6191243,-10.7704227,5335.5,0.939081,84.4069
316,BD-10 3166,164.6191243,-10.7704227,5388.0,0.8,84.4069
317,BD-10 3166,164.6191243,-10.7704227,,0.84,84.4069
318,BD-10 3166,164.6191243,-10.7704227,,,84.4069
319,BD-10 3166,164.6191243,-10.7704227,5400.0,,84.4069
320,BD-10 3166,164.6191243,-10.7704227,5393.0,,84.4069
321,BD-10 3166,164.6191243,-10.7704227,5382.64,0.969745,84.4069
322,BD-10 3166,164.6191243,-10.7704227,5393.0,0.91,84.4069
323,BD-10 3166,164.6191243,-10.7704227,5314.0,0.945857,84.4069
324,BD-11 4672,278.3688659,-11.6370481,,,27.1665
325,BD-11 4672,278.3688659,-11.6370481,4228.0,0.67,27.1665
326,BD-11 4672,278.3688659,-11.6370481,4550.0,0.639,27.1665
327,BD-11 4672,278.3688659,-11.6370481,4475.0,0.52,27.1665
328,BD-11 4672,278.3688659,-11.6370481,4191.6,0.687495,27.1665
329,BD-11 4672,278.3688659,-11.6370481,4217.0,0.673996,27.1665
330,BD-13 2130,114.2884692,-13.9066703,,,925.214
331,BD-13 2130,114.2884692,-13.9066703,4717.52,17.1062,925.214
332,BD-13 2130,114.2884692,-13.9066703,4572.33,16.73854,925.214
333,BD-13 2130,114.2884692,-13.9066703,4545.0,19.17,925.214
334,BD-14 3065 A,153.6696689,-15.6428372,6736.9,2.61,589.423
335,BD-14 3065 B,,,6190.0,0.96,
336,BD-14 3065 A,153.6696689,-15.6428372,6736.88,2.60866,589.423
337,BD-14 3065 A,153.6696689,-15.6428372,6935.0,2.35,589.423
338,BD-14 3065 C,,,,,
339,BD-17 63,7.1413494,-16.2273254,4714.0,0.69,34.4603
340,BD-17 63,7.1413494,-16.2273254,4665.0,0.74,34.4603
341,BD-17 63,7.1413494,-16.2273254,4665.0,0.723177,34.4603
342,BD-17 63,7.1413494,-16.2273254,4669.69,0.72173,34.4603
343,BD-17 63,7.1413494,-16.2273254,,,34.4603
344,BD-210397,33.3024198,-21.1962147,,,23.7324
345,BD-210397,33.3024198,-21.1962147,4152.0,0.65,23.7324
346,BD-210397,33.3024198,-21.1962147,4051.0,0.747,23.7324
347,BD-210397,33.3024198,-21.1962147,4059.0,0.738639,23.7324
348,BEBOP-3,110.902655,79.1323952,6033.0,1.414,119.052
349,BEBOP-3,110.902655,79.1323952,6049.0,1.41544,119.052
350,BEBOP-3 B,,,,0.2811,
351,Barnard's star,269.4486144,4.7379808,,,1.82655
352,Barnard's star,269.4486144,4.7379808,3195.0,0.185,1.82655
353,Barnard's star,269.4486144,4.7379808,3259.0,0.193525,1.82655
354,Barnard's star,269.4486144,4.7379808,3271.0,0.19,1.82655
355,CD Cet,48.3530155,4.7751881,3022.0,0.197919,8.60715
356,CD Cet,48.3530155,4.7751881,3130.0,0.175,8.60715
357,CFBDSIR J145829+101343,224.6208333,10.2286111,580.5,,
358,CFHTWIR-Oph 98 A,246.934277,-23.98115,2320.0,0.245,
359,CHXR 73,166.6193985,-77.6258725,3099.0,,190.374
360,CHXR 73,166.6193985,-77.6258725,,,190.374
361,CI Tau,68.4667685,22.8416192,,,157.998
362,CI Tau,68.4667685,22.8416192,3635.0,1.880857,157.998
363,CI Tau,68.4667685,22.8416192,3807.0,1.67898,157.998
364,COCONUTS-2 A,117.300914,-76.702696,3397.0,0.38757,10.8864
365,COCONUTS-2 A,117.300914,-76.702696,3406.0,0.388,10.8864
366,CT Cha,166.0375038,-76.4553693,4464.0,1.81481,190.72
367,CT Cha,166.0375038,-76.4553693,4200.2,1.679694,190.72
368,CT Cha,166.0375038,-76.4553693,,,190.72
369,CT Cha,166.0375038,-76.4553693,4403.0,,190.72
370,CoRoT-1,102.0798591,-3.1021394,6355.07,1.29027,787.909
371,CoRoT-1,102.0798591,-3.1021394,5950.0,,787.909
372,CoRoT-1,102.0798591,-3.1021394,5950.0,1.29,787.909
373,CoRoT-1,102.0798591,-3.1021394,5950.0,1.131,787.909
374,CoRoT-1,102.0798591,-3.1021394,5950.0,1.11,787.909
375,CoRoT-1,102.0798591,-3.1021394,5907.67,1.345204,787.909
376,CoRoT-1,102.0798591,-3.1021394,6397.0,0.85,787.909
377,CoRoT-1,102.0798591,-3.1021394,6298.0,1.23,787.909
378,CoRoT-1,102.0798591,-3.1021394,5950.0,1.14,787.909
379,CoRoT-10,291.0636813,0.7460143,5025.0,0.89,338.386
380,CoRoT-10,291.0636813,0.7460143,5025.0,0.548929,338.386
381,CoRoT-10,291.0636813,0.7460143,5075.0,0.743,338.386
382,CoRoT-10,291.0636813,0.7460143,5075.0,0.79,338.386
383,CoRoT-10,291.0636813,0.7460143,4921.0,,338.386
384,CoRoT-10,291.0636813,0.7460143,4080.38,0.867382,338.386
385,CoRoT-11,280.6872998,5.9376586,,1.33,655.037
386,CoRoT-11,280.6872998,5.9376586,6343.0,1.36,655.037
387,CoRoT-11,280.6872998,5.9376586,6037.0,1.411807,655.037
388,CoRoT-11,280.6872998,5.9376586,6440.0,1.37,655.037
389,CoRoT-11,280.6872998,5.9376586,6440.0,1.374,655.037
390,CoRoT-11,280.6872998,5.9376586,6343.0,1.58601,655.037
391,CoRoT-12,100.7656871,-1.2964437,5715.0,0.79,1126.37
392,CoRoT-12,100.7656871,-1.2964437,5675.0,1.03674,1126.37
393,CoRoT-12,100.7656871,-1.2964437,5675.0,1.116,1126.37
394,CoRoT-12,100.7656871,-1.2964437,5536.1,0.937695,1126.37
395,CoRoT-12,100.7656871,-1.2964437,,1.049,1126.37
396,CoRoT-12,100.7656871,-1.2964437,5715.0,1.03674,1126.37
397,CoRoT-12,100.7656871,-1.2964437,5675.0,1.046,1126.37
398,CoRoT-13,102.7211432,-5.0864557,5945.0,1.01,1148.93
399,CoRoT-13,102.7211432,-5.0864557,5945.0,1.13707,1148.93
400,CoRoT-13,102.7211432,-5.0864557,5305.45,1.287589,1148.93
401,CoRoT-13,102.7211432,-5.0864557,5914.0,1.13707,1148.93
402,CoRoT-13,102.7211432,-5.0864557,5945.0,1.274,1148.93
403,CoRoT-14,103.4242023,-5.5360385,5826.0,1.41661,1744.6
404,CoRoT-14,103.4242023,-5.5360385,6040.0,1.21,1744.6
405,CoRoT-14,103.4242023,-5.5360385,6035.0,1.19,1744.6
406,CoRoT-14,103.4242023,-5.5360385,4947.25,1.560789,1744.6
407,CoRoT-14,103.4242023,-5.5360385,6035.0,1.21,1744.6
408,CoRoT-16,278.5246658,-6.0026026,4053.68,1.228781,732.409
409,CoRoT-16,278.5246658,-6.0026026,4870.0,1.23512,732.409
410,CoRoT-16,278.5246658,-6.0026026,5650.0,1.19,732.409
411,CoRoT-17,278.699236,-6.612288,5740.0,1.59,1176.12
412,CoRoT-17,278.699236,-6.612288,5740.0,1.62,1176.12
413,CoRoT-17,278.699236,-6.612288,5303.0,2.36994,1176.12
